user_id,item_id,rating,timestamp,user_id_enc,item_id_enc,interaction
642,204,4,885602593,641,203,1
405,969,3,885545015,404,968,0
896,28,2,887158738,895,27,0
621,1185,3,881445012,620,1184,0
59,196,5,888205088,58,195,1
87,732,4,879876703,86,731,1
864,232,4,888889327,863,231,1
382,1381,3,875945757,381,1380,0
664,203,4,876526685,663,202,1
340,502,2,884991678,339,501,0
185,321,5,883524428,184,320,1
43,781,3,883956494,42,780,0
276,289,2,890979634,275,288,0
362,264,1,885019695,361,263,0
109,395,3,880583672,108,394,0
624,597,3,879793129,623,596,0
254,21,3,886474518,253,20,0
619,300,5,885953684,618,299,1
429,248,5,882386870,428,247,1
29,189,4,882821942,28,188,1
622,588,4,882592246,621,587,1
105,307,2,889214381,104,306,0
121,292,4,891388960,120,291,1
40,337,4,889041523,39,336,1
655,872,3,888685879,654,871,0
889,94,4,880181646,888,93,1
659,86,5,891386071,658,85,1
881,172,4,876538986,880,171,1
346,1110,1,875264985,345,1109,0
425,679,3,878738548,424,678,0
210,208,5,887730443,209,207,1
429,80,3,882386684,428,79,0
200,951,5,884130014,199,950,1
38,758,1,892434626,37,757,0
894,318,5,879897168,893,317,1
655,1100,3,887427371,654,1099,0
897,56,2,879991037,896,55,0
59,755,4,888206254,58,754,1
704,603,5,891397262,703,602,1
612,127,2,875325049,611,126,0
213,127,5,878870790,212,126,1
721,471,5,877138200,720,470,1
488,222,4,891376029,487,221,1
938,276,3,891356572,937,275,0
344,597,2,884900454,343,596,0
723,988,1,880499254,722,987,0
116,294,2,876453376,115,293,0
345,365,2,884993760,344,364,0
314,501,4,877888610,313,500,1
718,546,4,883349158,717,545,1
345,534,4,884994592,344,533,1
95,432,3,879197886,94,431,0
659,942,3,891386347,658,941,0
863,754,3,889289067,862,753,0
252,410,5,891456989,251,409,1
5,42,5,875636360,4,41,1
390,258,5,879693461,389,257,1
314,710,3,877888796,313,709,0
592,344,4,888553156,591,343,1
871,182,5,888192925,870,181,1
853,288,4,879364822,852,287,1
327,708,4,887818596,326,707,1
96,216,4,884403095,95,215,1
10,705,4,877892050,9,704,1
711,254,2,879992038,710,253,0
828,1005,3,891037813,827,1004,0
416,846,3,878878779,415,845,0
737,58,4,884314970,736,57,1
291,741,5,874834481,290,740,1
70,173,4,884149452,69,172,1
527,213,4,879456186,526,212,1
400,323,4,885676582,399,322,1
758,93,5,881975922,757,92,1
825,844,2,892949244,824,843,0
646,908,3,888529054,645,907,0
807,102,4,892979501,806,101,1
589,304,5,883352599,588,303,1
221,76,4,875246662,220,75,1
532,1199,3,874789155,531,1198,0
257,1260,2,880496892,256,1259,0
535,382,5,879618058,534,381,1
313,604,4,891014552,312,603,1
786,322,3,882842463,785,321,0
271,411,1,885848062,270,410,0
13,121,5,882397503,12,120,1
646,349,2,888529127,645,348,0
537,184,3,886032246,536,183,0
224,689,3,888082246,223,688,0
747,939,3,888639362,746,938,0
504,499,4,887909595,503,498,1
591,86,5,891031171,590,85,1
943,201,5,888639351,942,200,1
94,475,5,885870362,93,474,1
892,184,4,886609726,891,183,1
823,433,4,878438379,822,432,1
846,492,3,883947737,845,491,0
638,50,4,876694704,637,49,1
320,241,4,884750968,319,240,1
823,426,4,878437658,822,425,1
871,1386,3,888193136,870,1385,0
533,258,4,884007368,532,257,1
8,687,1,879361825,7,686,0
286,56,2,877531469,285,55,0
21,595,3,874951617,20,594,0
717,628,5,884644605,716,627,1
164,248,4,889402030,163,247,1
455,939,4,879111454,454,938,1
331,933,3,877196235,330,932,0
536,449,4,882361262,535,448,1
535,480,4,879618207,534,479,1
188,591,5,875072674,187,590,1
908,494,3,879723046,907,493,0
796,736,3,893047126,795,735,0
724,286,1,883758268,723,285,0
87,1183,3,879875995,86,1182,0
59,290,3,888203750,58,289,0
936,274,3,886832858,935,273,0
296,134,5,884197264,295,133,1
622,755,4,882670211,621,754,1
666,650,5,880139409,665,649,1
682,184,4,888519307,681,183,1
223,257,4,891550005,222,256,1
692,127,3,876948910,691,126,0
161,286,2,891169991,160,285,0
774,659,3,888555864,773,658,0
121,300,3,891387810,120,299,0
716,514,5,879796331,715,513,1
463,243,1,877384970,462,242,0
568,486,4,877907720,567,485,1
99,1,4,886518459,98,0,1
472,143,4,875980823,471,142,1
727,411,3,883709905,726,410,0
889,1067,3,880177131,888,1066,0
186,98,5,891719859,185,97,1
397,156,5,885350381,396,155,1
452,419,4,887719030,451,418,1
916,971,4,880845476,915,970,1
922,568,3,891450524,921,567,0
896,141,3,887159012,895,140,0
422,287,3,878199757,421,286,0
521,684,3,884478807,520,683,0
716,559,2,879796846,715,558,0
601,107,4,876347113,600,106,1
160,4,4,876861754,159,3,1
60,71,3,883327948,59,70,0
537,404,3,886031720,536,403,0
270,217,5,876956360,269,216,1
778,238,3,890725804,777,237,0
774,189,2,888557987,773,188,0
297,156,4,875240090,296,155,1
868,154,3,877107539,867,153,0
13,158,1,882142057,12,157,0
321,511,4,879440954,320,510,1
474,616,4,887924028,473,615,1
496,432,4,876066652,495,431,1
690,202,2,881177349,689,201,0
13,11,1,882397146,12,10,0
292,523,4,881105561,291,522,1
806,511,5,882387520,805,510,1
682,566,3,888519260,681,565,0
171,270,4,891034835,170,269,1
552,13,3,879222238,551,12,0
788,62,3,880870179,787,61,0
533,96,4,879438767,532,95,1
805,100,5,881695196,804,99,1
529,333,4,882534996,528,332,1
763,737,2,878919055,762,736,0
24,358,3,875246012,23,357,0
144,699,4,888106106,143,698,1
68,258,5,876973692,67,257,1
730,742,3,880310553,729,741,0
632,156,3,879457437,631,155,0
561,1524,4,885809897,560,1523,1
766,447,3,891309522,765,446,0
10,234,4,877888877,9,233,1
343,154,5,876406552,342,153,1
284,906,3,885328836,283,905,0
894,340,4,879896756,893,339,1
70,63,3,884151168,69,62,0
151,707,4,879528537,150,706,1
763,135,5,878918332,762,134,1
589,313,5,883352434,588,312,1
488,880,3,891293606,487,879,0
320,869,4,884751068,319,868,1
503,137,5,879438072,502,136,1
874,20,3,888632615,873,19,0
645,654,5,892053686,644,653,1
828,52,3,891037639,827,51,0
918,168,3,891986999,917,167,0
271,31,4,885849325,270,30,1
451,333,5,879012550,450,332,1
99,310,3,885678348,98,309,0
365,150,5,891303950,364,149,1
451,879,4,879012580,450,878,1
650,419,4,891370971,649,418,1
14,32,5,890881485,13,31,1
833,201,4,875134150,832,200,1
21,327,3,874950932,20,326,0
698,121,2,886368545,697,120,0
883,945,4,891754985,882,944,1
323,993,4,878739488,322,992,1
798,769,2,876249507,797,768,0
690,357,5,881179122,689,356,1
178,318,5,882826982,177,317,1
181,696,2,878962997,180,695,0
712,738,4,874956841,711,737,1
822,1091,1,891038627,821,1090,0
823,233,4,878439365,822,232,1
724,906,1,883757468,723,905,0
184,511,4,889908740,183,510,1
325,485,3,891478599,324,484,0
305,86,4,886323757,304,85,1
306,258,2,876503793,305,257,0
274,713,5,878945437,273,712,1
796,204,5,892662441,795,203,1
18,969,3,880131106,17,968,0
715,182,5,875965035,714,181,1
897,526,5,879990813,896,525,1
94,328,3,891724990,93,327,0
457,393,3,882548583,456,392,0
766,503,3,891309329,765,502,0
234,279,3,892333980,233,278,0
295,79,4,879517600,294,78,1
500,762,4,883865532,499,761,1
819,321,4,880381928,818,320,1
707,1024,5,890008041,706,1023,1
465,7,5,883529916,464,6,1
268,172,5,875310031,267,171,1
286,212,1,877531830,285,211,0
716,601,4,879794892,715,600,1
299,418,4,889501790,298,417,1
286,89,4,877533381,285,88,1
835,486,4,891034084,834,485,1
577,1044,4,880475504,576,1043,1
13,635,1,882396984,12,634,0
514,64,4,875462645,513,63,1
601,763,5,876348035,600,762,1
542,192,5,886533421,541,191,1
312,921,5,891699295,311,920,1
262,1135,3,879794599,261,1134,0
457,227,4,882392853,456,226,1
194,222,1,879538960,193,221,0
589,294,5,883352600,588,293,1
557,1176,5,881179653,556,1175,1
865,408,5,880143385,864,407,1
846,770,5,883948606,845,769,1
495,1039,5,888635180,494,1038,1
499,886,4,885598215,498,885,1
548,358,2,891043547,547,357,0
788,56,3,880868235,787,55,0
275,679,3,880315080,274,678,0
774,758,1,888559036,773,757,0
405,1519,2,885546577,404,1518,0
324,332,3,880574766,323,331,0
353,286,5,891402757,352,285,1
896,82,3,887159068,895,81,0
354,52,5,891217547,353,51,1
810,678,4,879895453,809,677,1
479,609,5,879461951,478,608,1
285,100,4,890595636,284,99,1
19,692,3,885412840,18,691,0
461,258,4,885355735,460,257,1
504,98,5,887832433,503,97,1
721,380,5,877138661,720,379,1
899,202,4,884122419,898,201,1
297,117,4,874954497,296,116,1
497,431,4,879310825,496,430,1
693,211,2,875484789,692,210,0
880,87,4,880241913,879,86,1
388,184,4,886441083,387,183,1
886,49,4,876032187,885,48,1
528,69,3,886101761,527,68,0
524,748,2,884321592,523,747,0
150,50,5,878746719,149,49,1
471,969,2,889828154,470,968,0
198,498,3,884207492,197,497,0
666,427,4,880139382,665,426,1
102,234,3,888802940,101,233,0
763,212,4,878920656,762,211,1
939,1054,4,880261868,938,1053,1
70,48,4,884064574,69,47,1
450,1053,3,882396352,449,1052,0
380,228,3,885479235,379,227,0
577,447,3,880475226,576,446,0
373,699,4,877105781,372,698,1
655,117,2,887426030,654,116,0
484,926,4,881450136,483,925,1
545,419,3,884134177,544,418,0
693,191,2,875482136,692,190,0
193,1407,3,889126146,192,1406,0
520,1028,1,885170476,519,1027,0
398,162,5,875811851,397,161,1
18,236,3,880131077,17,235,0
290,98,4,880474235,289,97,1
506,676,1,874945513,505,675,0
178,135,2,882826915,177,134,0
763,174,4,878919019,762,173,1
184,381,4,889909962,183,380,1
299,165,4,889501890,298,164,1
352,89,5,884289693,351,88,1
875,294,2,876464755,874,293,0
326,611,3,879875572,325,610,0
886,58,4,876032331,885,57,1
479,408,5,879460091,478,407,1
374,148,4,880392992,373,147,1
892,222,4,886608094,891,221,1
744,1134,3,881171482,743,1133,0
567,209,4,882426812,566,208,1
823,459,4,878438379,822,458,1
285,346,4,890595456,284,345,1
101,255,4,877137015,100,254,1
459,16,2,879562939,458,15,0
458,83,4,886398071,457,82,1
458,152,5,886397275,457,151,1
354,61,5,891218091,353,60,1
645,198,3,892053644,644,197,0
216,47,4,880244870,215,46,1
347,276,3,881652657,346,275,0
385,201,4,879441982,384,200,1
908,98,5,879722300,907,97,1
826,399,4,885690790,825,398,1
303,181,5,879468082,302,180,1
416,332,4,876696823,415,331,1
374,978,2,880936233,373,977,0
493,186,5,884131897,492,185,1
388,682,4,886439808,387,681,1
371,449,3,880435733,370,448,0
734,97,4,891022993,733,96,1
410,323,3,888626990,409,322,0
577,215,5,880474556,576,214,1
117,977,3,881009738,116,976,0
574,300,4,891279012,573,299,1
7,214,5,891352384,6,213,1
453,1170,3,877562135,452,1169,0
352,568,5,884290328,351,567,1
293,501,4,888906378,292,500,1
280,1114,4,891702199,279,1113,1
868,179,4,877107056,867,178,1
417,132,4,879647850,416,131,1
854,855,4,882814063,853,854,1
313,154,2,891014753,312,153,0
393,29,4,889729398,392,28,1
110,376,2,886989340,109,375,0
399,22,3,882342834,398,21,0
6,200,3,883602422,5,199,0
244,62,2,880607269,243,61,0
457,197,5,882396705,456,196,1
458,939,4,886398187,457,938,1
664,770,4,876526659,663,769,1
921,659,5,884673799,920,658,1
625,212,3,891968320,624,211,0
661,189,4,876013850,660,188,1
23,1,5,874784615,22,0,1
878,82,3,880870609,877,81,0
693,230,2,875483381,692,229,0
788,518,3,880869754,787,517,0
846,470,5,883949200,845,469,1
907,1057,3,880159151,906,1056,0
456,56,5,881373353,455,55,1
234,1453,2,892335415,233,1452,0
538,566,3,877107765,537,565,0
588,184,4,890025951,587,183,1
406,432,5,879793081,405,431,1
877,566,4,882678547,876,565,1
80,205,5,887401533,79,204,1
854,294,2,882811742,853,293,0
593,468,3,886193438,592,467,0
843,485,2,879447007,842,484,0
552,15,3,879222484,551,14,0
786,203,4,882843753,785,202,1
655,1375,3,887426008,654,1374,0
141,126,5,884585642,140,125,1
8,301,4,879361550,7,300,1
653,654,2,880606620,652,653,0
144,297,4,888104150,143,296,1
470,471,5,879178593,469,470,1
417,923,3,879647065,416,922,0
662,6,5,880571006,661,5,1
854,606,4,882813691,853,605,1
53,1087,4,879443329,52,1086,1
459,222,4,879562994,458,221,1
927,155,4,879193972,926,154,1
553,186,3,879948552,552,185,0
269,142,1,891451570,268,141,0
458,208,4,886395963,457,207,1
390,124,4,879694232,389,123,1
301,651,5,882075994,300,650,1
263,135,5,891299877,262,134,1
58,654,5,884304865,57,653,1
342,188,3,875318936,341,187,0
640,578,3,874778612,639,577,0
21,244,4,874951349,20,243,1
218,56,3,881288574,217,55,0
363,288,4,891493723,362,287,1
474,289,3,887914906,473,288,0
119,597,4,874775465,118,596,1
60,492,5,883326525,59,491,1
236,179,1,890118417,235,178,0
896,542,3,887160677,895,541,0
463,127,5,890530105,462,126,1
174,953,5,886514377,173,952,1
268,241,3,875310603,267,240,0
295,843,4,879517994,294,842,1
272,187,5,879455043,271,186,1
608,1113,3,880406862,607,1112,0
42,660,3,881108484,41,659,0
535,265,3,879619144,534,264,0
833,7,3,875035953,832,6,0
189,166,4,893265657,188,165,1
75,952,5,884050393,74,951,1
834,347,4,890860007,833,346,1
884,582,5,876859351,883,581,1
238,815,2,883576398,237,814,0
774,515,2,888556398,773,514,0
141,284,5,884585071,140,283,1
914,197,4,887122028,913,196,1
523,934,4,883702602,522,933,1
399,276,3,882510107,398,275,0
871,345,3,888192859,870,344,0
905,237,3,884983951,904,236,0
610,95,2,888703316,609,94,0
862,969,5,879304410,861,968,1
663,319,1,889492229,662,318,0
910,273,3,880821492,909,272,0
922,276,3,891453854,921,275,0
910,23,4,881421332,909,22,1
207,597,3,876018471,206,596,0
25,173,4,885852969,24,172,1
264,721,5,886123656,263,720,1
472,378,4,875981759,471,377,1
320,51,5,884750992,319,50,1
263,162,5,891299630,262,161,1
141,1,3,884584753,140,0,0
271,1266,2,885848943,270,1265,0
506,209,4,874873529,505,208,1
880,41,1,880175239,879,40,0
246,616,5,884922475,245,615,1
494,127,5,879541080,493,126,1
15,282,3,879456204,14,281,0
655,639,3,887473803,654,638,0
331,503,4,877196504,330,502,1
800,50,4,887646263,799,49,1
876,289,3,879428145,875,288,0
145,738,3,875272927,144,737,0
691,1,5,875543346,690,0,1
806,521,3,882387595,805,520,0
458,285,4,886394423,457,284,1
936,1129,5,886833795,935,1128,1
135,554,3,879858003,134,553,0
825,827,4,881184695,824,826,1
181,1280,1,878961668,180,1279,0
886,549,3,876032929,885,548,0
315,204,5,879821158,314,203,1
13,659,3,882141335,12,658,0
932,435,4,891249821,931,434,1
894,1462,3,882404642,893,1461,0
890,258,3,882404055,889,257,0
92,531,4,875653121,91,530,1
566,136,4,881649621,565,135,1
796,709,3,892676155,795,708,0
535,655,4,879618385,534,654,1
907,496,4,880159666,906,495,1
95,586,2,881599672,94,585,0
256,92,1,882164603,255,91,0
487,87,5,883445606,486,86,1
450,761,4,882398939,449,760,1
839,276,3,875751799,838,275,0
561,715,3,885809606,560,714,0
896,880,4,887235664,895,879,1
244,53,3,880607489,243,52,0
449,1372,4,880410834,448,1371,1
417,125,5,879646369,416,124,1
592,183,5,882955613,591,182,1
717,286,3,884641644,716,285,0
903,302,4,891380461,902,301,1
834,284,4,890862468,833,283,1
582,293,5,882961082,581,292,1
536,94,4,882363972,535,93,1
896,1406,3,887160676,895,1405,0
936,904,5,886831415,935,903,1
715,101,3,875964131,714,100,0
141,257,3,884584773,140,256,0
213,690,3,878870275,212,689,0
561,215,3,885809872,560,214,0
796,1299,2,892676043,795,1298,0
883,496,2,891755066,882,495,0
322,50,5,887314418,321,49,1
327,792,4,887819021,326,791,1
497,385,3,879310792,496,384,0
181,870,2,878962623,180,869,0
429,210,4,882387731,428,209,1
264,100,5,886122261,263,99,1
328,132,5,885046420,327,131,1
428,875,4,885944136,427,874,1
262,72,3,879962366,261,71,0
77,100,3,884732716,76,99,0
89,275,5,879441307,88,274,1
275,393,3,880314772,274,392,0
805,5,4,881695293,804,4,1
495,386,3,888636837,494,385,0
59,513,4,888205144,58,512,1
737,156,5,884314693,736,155,1
727,408,4,883708895,726,407,1
838,1,5,887064024,837,0,1
658,923,3,875148059,657,922,0
608,448,5,880406593,607,447,1
660,1411,2,891201294,659,1410,0
210,662,2,887730221,209,661,0
883,665,4,891695717,882,664,1
457,4,4,882397829,456,3,1
551,272,5,892775389,550,271,1
607,475,4,883879811,606,474,1
342,42,3,875319659,341,41,0
354,174,4,891218068,353,173,1
537,713,3,886030177,536,712,0
398,610,4,875745631,397,609,1
729,362,4,893286637,728,361,1
747,604,5,888638913,746,603,1
716,946,2,879796718,715,945,0
195,841,2,891841129,194,840,0
795,95,4,881529851,794,94,1
100,885,2,891375359,99,884,0
232,461,5,888549563,231,460,1
523,407,4,883702800,522,406,1
682,654,4,888520799,681,653,1
773,1252,4,888538643,772,1251,1
330,71,5,876546236,329,70,1
712,388,3,874957053,711,387,0
214,285,5,892668153,213,284,1
339,226,2,891034744,338,225,0
899,455,3,884119910,898,454,0
878,1092,3,880867444,877,1091,0
450,395,3,882470642,449,394,0
245,258,4,888513691,244,257,1
280,1459,4,891701747,279,1458,1
627,526,4,879529916,626,525,1
889,642,3,880181455,888,641,0
393,384,3,889729508,392,383,0
406,427,4,879445897,405,426,1
907,928,5,880159198,906,927,1
648,475,1,884364250,647,474,0
655,224,3,887425845,654,223,0
13,890,1,883670672,12,889,0
505,471,4,889333392,504,470,1
251,427,4,886271675,250,426,1
62,1118,3,879375537,61,1117,0
569,126,5,879793909,568,125,1
225,1203,5,879540778,224,1202,1
279,288,3,875249102,278,287,0
478,68,1,889396582,477,67,0
363,328,3,891493840,362,327,0
360,963,5,880355448,359,962,1
869,756,1,884492780,868,755,0
535,1474,4,879618207,534,1473,1
758,129,4,881975962,757,128,1
843,144,3,879444711,842,143,0
464,515,5,878354965,463,514,1
928,1025,5,880936022,927,1024,1
551,479,3,892776380,550,478,0
456,1547,4,881373948,455,1546,1
79,275,4,891271627,78,274,1
70,8,4,884064986,69,7,1
291,975,2,874834146,290,974,0
378,273,4,880044221,377,272,1
682,763,4,888521783,681,762,1
840,176,3,891204755,839,175,0
435,184,5,884131771,434,183,1
38,79,3,892430309,37,78,0
188,54,4,875074589,187,53,1
848,638,5,887038073,847,637,1
350,654,5,882345918,349,653,1
882,172,5,879864970,881,171,1
270,441,5,876956420,269,440,1
674,742,5,887762714,673,741,1
551,356,4,892783829,550,355,1
895,117,3,879438082,894,116,0
308,578,2,887738847,307,577,0
839,121,3,875752237,838,120,0
159,220,5,880557782,158,219,1
294,50,5,877819353,293,49,1
101,597,3,877136928,100,596,0
110,94,4,886989473,109,93,1
222,449,4,878184899,221,448,1
491,100,5,891186806,490,99,1
341,292,5,890757659,340,291,1
842,1395,4,891218060,841,1394,1
892,613,5,886608714,891,612,1
806,195,3,882388328,805,194,0
44,222,4,883613334,43,221,1
788,1303,3,880871577,787,1302,0
59,121,4,888203313,58,120,1
137,96,5,881433654,136,95,1
20,148,5,879668713,19,147,1
463,813,4,877385125,462,812,1
932,515,4,891249373,931,514,1
741,399,2,891457456,740,398,0
694,630,3,875728912,693,629,0
297,148,3,875239619,296,147,0
332,174,5,888359866,331,173,1
929,50,4,878402162,928,49,1
655,13,3,887426237,654,12,0
94,1046,2,891723262,93,1045,0
711,652,4,879993824,710,651,1
659,609,4,891385769,658,608,1
860,678,3,887754112,859,677,0
95,403,1,879196457,94,402,0
880,174,4,880167670,879,173,1
642,1053,3,886207279,641,1052,0
758,1292,1,880672876,757,1291,0
232,302,5,885939473,231,301,1
726,323,3,889828641,725,322,0
425,363,1,878739095,424,362,0
492,657,3,879969345,491,656,0
293,549,3,888907166,292,548,0
746,684,4,885075337,745,683,1
776,444,2,892920423,775,443,0
882,455,3,879862652,881,454,0
504,423,4,887840960,503,422,1
878,496,5,880867387,877,495,1
504,716,4,887909532,503,715,1
934,228,4,891193778,933,227,1
503,423,5,880472321,502,422,1
312,432,5,891699491,311,431,1
72,628,4,880035857,71,627,1
835,357,5,891033232,834,356,1
669,329,1,891182771,668,328,0
189,492,3,893265535,188,491,0
328,149,2,885048730,327,148,0
41,96,4,890687019,40,95,1
201,1073,2,884111899,200,1072,0
21,473,3,874951245,20,472,0
351,879,5,879481461,350,878,1
263,622,4,891299949,262,621,1
716,96,2,879795122,715,95,0
582,93,5,882960844,581,92,1
714,284,3,892777438,713,283,0
348,276,3,886523456,347,275,0
523,792,4,883702263,522,791,1
844,300,3,877381268,843,299,0
724,1591,1,883757468,723,1590,0
838,187,3,887067019,837,186,0
486,1272,3,879875154,485,1271,0
7,543,3,891351772,6,542,0
128,490,5,879966785,127,489,1
322,23,5,887314417,321,22,1
313,333,4,891012877,312,332,1
352,82,3,884290328,351,81,0
658,96,4,875147873,657,95,1
251,183,5,886271733,250,182,1
299,511,4,878192311,298,510,1
11,423,5,891904174,10,422,1
915,305,2,891030070,914,304,0
451,306,2,879012684,450,305,0
199,508,4,883782899,198,507,1
276,569,4,874791169,275,568,1
370,209,5,879435461,369,208,1
207,239,3,876079016,206,238,0
883,919,4,891692713,882,918,1
234,69,4,892078567,233,68,1
876,19,5,879428354,875,18,1
42,433,2,881108760,41,432,0
881,96,3,876537718,880,95,0
158,177,4,880134407,157,176,1
286,340,4,879780905,285,339,1
130,268,4,875801210,129,267,1
30,319,4,875060217,29,318,1
846,143,5,883948804,845,142,1
393,278,4,887744473,392,277,1
642,102,5,885603849,641,101,1
21,760,1,874951293,20,759,0
